Customer_ID,Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend,Customer_Lifetime_Value_AED,Churn_Risk_Score,Device_Type,Preferred_Payment
UAE00660,64,Male,Pakistani,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,10511,1,1,Weekly,In-Store,Fashion,6,1837,2,0,6.3,TikTok,0,1,5,30,10,7,101,7,8,1,1,1,0,1,5532,279366,18.3,Desktop,Debit Card
UAE00661,38,Female,Egyptian,Dubai,Tier 1,Married,Diploma,Employed Part-Time,12197,1,1,Monthly,Both,Fashion,2,2453,8,1,7.8,Facebook,1,1,12,105,2,0,78,4,6,1,0,0,0,0,7172,93236,47.6,Mobile,Digital Wallet
UAE00662,33,Female,Other,Dubai,Tier 1,Divorced,High School,Employed Full-Time,12714,0,1,Monthly,In-Store,Beauty,4,1729,3,1,7.1,Twitter X,0,1,28,149,2,9,44,6,2,1,0,0,1,0,5584,81898,42.2,Mobile,Credit Card
UAE00663,38,Female,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,10672,1,0,Rarely,Online,Fashion,14,1063,5,1,4.2,Facebook,0,1,18,149,8,0,108,0,9,1,1,0,1,0,7831,986706,6.7,Mobile,Cash on Delivery
UAE00664,28,Male,Pakistani,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,23727,0,0,Weekly,Online,Food and Dining,15,2282,8,0,3.6,Snapchat,0,1,2,48,3,3,94,4,3,1,1,0,0,0,7551,887242,47.1,Desktop,Credit Card
UAE00665,54,Male,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,20449,1,0,Monthly,Online,Beauty,14,203,1,0,7.4,Instagram,0,0,24,158,1,9,95,6,2,0,1,0,0,0,4558,505178,51.2,Mobile,Debit Card
UAE00666,53,Female,Egyptian,Ajman,Tier 3,Married,High School,Self-Employed,23794,1,1,Monthly,Both,Electronics,4,2951,6,0,5.1,Instagram,0,1,15,42,8,2,20,4,8,0,1,0,0,1,11491,76606,11.7,Desktop,Digital Wallet
UAE00667,52,Female,Egyptian,Abu Dhabi,Tier 1,Single,Bachelors,Unemployed,1712,1,1,Bi-Weekly,Both,Fashion,6,2215,2,0,2.7,Facebook,0,0,8,165,2,9,44,1,7,1,1,0,1,1,4517,99374,50.2,Mobile,Debit Card
UAE00668,36,Female,Pakistani,Dubai,Tier 1,Married,High School,Self-Employed,16785,1,1,Bi-Weekly,Online,Sports,7,2364,0,0,4.7,Twitter X,1,0,28,41,6,1,43,0,9,1,1,0,0,1,6293,157849,3.6,Mobile,BNPL
UAE00669,37,Female,Egyptian,Dubai,Tier 1,Married,Masters,Employed Full-Time,18137,1,1,Rarely,In-Store,Electronics,13,2934,8,0,7.9,Instagram,0,0,2,174,8,8,111,4,8,0,1,1,0,1,10396,1250119,24.1,Mobile,Debit Card
UAE00670,35,Male,Emirati,Abu Dhabi,Tier 1,Married,PhD,Employed Full-Time,34513,1,0,Rarely,Both,Food and Dining,17,2352,8,1,6.9,Instagram,0,0,18,96,10,4,7,7,9,1,0,1,1,1,17548,174017,18.1,Mobile,Digital Wallet
UAE00671,64,Female,Pakistani,Dubai,Tier 1,Single,Masters,Employed Part-Time,11265,0,0,Bi-Weekly,Online,Groceries,17,220,3,0,2.6,Facebook,0,0,14,94,9,2,42,7,9,1,1,0,1,0,2799,166540,27.6,Desktop,Credit Card
UAE00672,58,Male,Indian,Dubai,Tier 1,Married,Masters,Employed Full-Time,12983,1,1,Weekly,In-Store,Beauty,4,666,8,0,7.6,TikTok,0,1,21,88,1,8,62,5,1,0,1,0,1,0,2231,46107,37.4,Desktop,Credit Card
UAE00673,31,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Student,2390,1,1,Monthly,Online,Food and Dining,19,597,6,0,7.9,Snapchat,0,0,12,1,9,7,101,2,4,1,1,1,0,1,1917,306560,0.0,Mobile,Credit Card
UAE00674,32,Female,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,10673,0,0,Weekly,In-Store,Beauty,13,1258,3,1,2.2,Snapchat,1,0,16,54,8,3,111,4,4,1,1,0,0,1,6385,767796,9.5,Mobile,Debit Card
UAE00675,48,Male,Egyptian,Sharjah,Tier 2,Married,High School,Employed Full-Time,5742,1,0,Weekly,Both,Food and Dining,9,1975,1,0,7.2,Twitter X,0,1,29,116,6,9,2,7,6,0,1,1,0,1,3266,4899,16.6,Mobile,Credit Card
UAE00676,18,Male,Filipino,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,9720,1,1,Rarely,Both,Travel,2,2799,4,1,7.1,Twitter X,1,0,20,35,5,4,86,1,3,1,0,1,0,1,5782,82875,7.6,Mobile,Debit Card
UAE00677,20,Female,Indian,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,7509,0,1,Monthly,In-Store,Food and Dining,18,2764,7,0,0.8,TikTok,0,0,24,144,6,10,77,2,3,1,1,0,0,0,4798,554169,10.8,Mobile,Debit Card
UAE00678,33,Male,Pakistani,Dubai,Tier 1,Married,Masters,Employed Full-Time,18030,0,0,Rarely,In-Store,Luxury,17,2990,9,0,5.5,Snapchat,1,1,24,5,2,4,46,7,7,0,1,0,1,1,10881,709078,46.3,Desktop,Credit Card
UAE00679,40,Female,Pakistani,Dubai,Tier 1,Single,PhD,Employed Full-Time,41082,0,1,Bi-Weekly,In-Store,Fashion,7,2507,9,1,2.8,Instagram,1,0,7,159,3,7,116,2,0,1,1,0,1,0,13935,942935,54.6,Mobile,BNPL
UAE00680,28,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,18685,0,0,Bi-Weekly,Online,Groceries,17,2836,5,1,5.6,LinkedIn,0,0,21,109,9,6,38,5,5,1,1,1,1,1,12104,651598,16.3,Mobile,Digital Wallet
UAE00681,29,Female,Egyptian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,20652,1,0,Rarely,Online,Groceries,10,1661,4,0,7.4,LinkedIn,0,0,13,37,3,2,95,6,8,0,0,0,1,1,6199,490754,47.3,Mobile,Credit Card
UAE00682,27,Male,Lebanese,Ras Al Khaimah,Tier 3,Married,High School,Employed Full-Time,9585,0,0,Weekly,Both,Food and Dining,14,195,3,0,4.2,TikTok,0,1,8,119,10,5,1,6,1,1,1,1,0,0,2378,2774,16.3,Mobile,BNPL
UAE00683,49,Male,Lebanese,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,12554,0,1,Monthly,Online,Groceries,12,2587,5,0,3.6,Instagram,1,0,2,153,7,5,47,5,4,1,1,1,1,1,6711,315417,40.7,Mobile,BNPL
UAE00684,33,Female,Egyptian,Ras Al Khaimah,Tier 3,Divorced,Masters,Employed Full-Time,13523,0,1,Bi-Weekly,In-Store,Electronics,12,311,2,0,7.4,Instagram,0,1,28,107,4,1,107,6,9,1,1,1,0,1,2486,266002,33.1,Mobile,Debit Card
UAE00685,25,Female,Filipino,Ajman,Tier 3,Single,Bachelors,Employed Full-Time,5634,1,1,Weekly,In-Store,Luxury,17,1199,1,0,7.8,Snapchat,0,0,8,113,9,0,13,5,9,1,0,0,0,0,2824,52008,17.2,Mobile,Digital Wallet
UAE00686,55,Male,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Self-Employed,20908,0,1,Daily,Both,Groceries,19,1677,0,1,1.0,Instagram,0,0,23,153,4,6,60,6,8,0,1,0,0,1,4240,402800,43.9,Mobile,Debit Card
UAE00687,29,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,15424,1,0,Weekly,Both,Home and Living,14,394,8,0,7.4,Facebook,0,0,11,67,10,2,81,3,3,0,1,1,0,1,3237,305896,3.5,Mobile,BNPL
UAE00688,41,Female,Emirati,Abu Dhabi,Tier 1,Married,Masters,Employed Part-Time,34766,0,0,Bi-Weekly,In-Store,Food and Dining,17,2048,0,0,1.1,Facebook,0,1,14,38,10,4,64,7,8,1,1,1,1,1,11706,1061344,8.9,Mobile,Credit Card
UAE00689,45,Female,Other,Fujairah,Tier 3,Single,PhD,Employed Part-Time,26312,1,1,Weekly,In-Store,Home and Living,15,2976,3,0,3.0,Snapchat,1,1,16,176,6,7,68,7,7,1,0,0,1,1,13540,1150900,46.2,Mobile,BNPL
UAE00690,25,Female,Indian,Sharjah,Tier 2,Single,Masters,Unemployed,178,0,1,Bi-Weekly,Both,Home and Living,6,1181,5,1,6.2,LinkedIn,0,1,8,130,2,4,55,7,8,1,1,0,0,0,2107,57942,68.2,Tablet,BNPL
UAE00691,45,Female,Indian,Dubai,Tier 1,Single,Diploma,Employed Full-Time,5067,1,1,Bi-Weekly,Both,Home and Living,19,2042,8,1,6.3,TikTok,0,0,23,148,7,10,107,1,1,1,1,1,1,1,3959,670720,8.0,Mobile,Credit Card
UAE00692,53,Male,Other,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,10438,1,1,Monthly,Both,Home and Living,6,1630,3,1,5.9,LinkedIn,0,1,7,86,3,4,31,6,9,1,0,0,1,0,6807,105508,60.4,Mobile,Debit Card
UAE00693,43,Male,Other,Dubai,Tier 1,Single,High School,Employed Full-Time,21803,0,1,Daily,In-Store,Fashion,6,563,6,0,0.8,Instagram,1,0,5,11,1,4,119,1,4,1,1,0,0,1,2721,161899,38.7,Mobile,Cash on Delivery
UAE00694,25,Female,Lebanese,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,11271,1,1,Monthly,In-Store,Beauty,4,994,6,1,1.5,Instagram,0,1,8,119,7,10,97,4,9,0,0,0,0,1,5559,179741,34.0,Mobile,Debit Card
UAE00695,45,Male,Emirati,Dubai,Tier 1,Single,High School,Student,3415,0,0,Daily,Both,Electronics,1,762,5,1,7.5,TikTok,0,0,14,82,5,6,14,6,8,1,1,0,1,0,3278,3824,40.2,Mobile,BNPL
UAE00696,45,Male,Emirati,Sharjah,Tier 2,Married,Bachelors,Self-Employed,15828,1,1,Daily,Both,Home and Living,19,264,8,1,1.1,Snapchat,1,1,23,159,7,1,85,1,4,0,1,1,1,1,4248,571710,9.4,Desktop,Digital Wallet
UAE00697,54,Female,Indian,Ajman,Tier 3,Married,Masters,Self-Employed,13139,0,1,Weekly,Online,Home and Living,11,1700,9,1,1.1,Instagram,1,1,17,35,1,0,86,2,3,1,0,0,1,0,6485,511234,39.1,Desktop,Digital Wallet
UAE00698,58,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,24386,1,1,Monthly,Online,Fashion,7,1392,6,0,6.8,Snapchat,0,0,21,172,5,10,5,2,7,0,1,1,0,1,10908,31815,20.9,Mobile,BNPL
UAE00699,53,Female,Emirati,Dubai,Tier 1,Divorced,Bachelors,Self-Employed,21013,1,1,Daily,Both,Beauty,2,653,2,0,5.3,TikTok,0,0,27,45,2,3,119,4,5,0,0,0,0,1,3053,60551,34.1,Mobile,Digital Wallet
UAE00700,44,Female,Pakistani,Dubai,Tier 1,Divorced,PhD,Employed Full-Time,38763,1,1,Daily,In-Store,Beauty,4,2935,5,0,3.1,LinkedIn,0,0,10,149,1,4,54,7,1,1,0,1,1,0,13944,250992,70.0,Mobile,Digital Wallet
UAE00701,34,Female,Other,Abu Dhabi,Tier 1,Single,High School,Employed Part-Time,5834,0,0,Weekly,In-Store,Fashion,6,821,6,1,1.7,Snapchat,0,0,23,148,6,6,53,2,7,1,1,1,0,1,2991,79261,15.2,Desktop,Debit Card
UAE00702,26,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,24515,0,0,Rarely,Online,Fashion,5,719,6,1,7.1,Snapchat,0,0,13,9,5,0,37,6,4,1,1,1,0,1,9423,145271,36.1,Mobile,Debit Card
UAE00703,50,Male,Egyptian,Dubai,Tier 1,Married,Masters,Employed Full-Time,25303,1,1,Rarely,In-Store,Luxury,9,1130,5,0,7.9,YouTube,0,1,12,95,4,8,96,4,6,1,1,0,0,1,6248,449856,36.0,Mobile,Debit Card
UAE00704,37,Male,Egyptian,Dubai,Tier 1,Married,Masters,Employed Full-Time,26667,1,0,Weekly,Both,Sports,11,608,2,1,0.9,Twitter X,1,1,12,137,1,10,57,5,3,1,1,0,1,0,5831,304669,54.7,Mobile,Cash on Delivery
UAE00705,30,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,17878,1,1,Weekly,In-Store,Beauty,18,1475,5,0,4.7,TikTok,1,0,21,161,5,9,3,3,8,1,1,1,1,1,5657,25456,21.3,Mobile,BNPL
UAE00706,45,Female,Egyptian,Dubai,Tier 1,Married,High School,Employed Full-Time,23439,0,1,Rarely,Online,Sports,17,2319,1,1,2.5,TikTok,0,0,12,1,7,3,105,1,1,1,0,1,0,1,9602,1428297,9.1,Mobile,Credit Card
UAE00707,46,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,15132,0,0,Weekly,Online,Beauty,13,524,9,1,6.7,Facebook,0,0,29,3,1,5,77,1,9,1,1,1,0,1,5721,477226,12.9,Mobile,Digital Wallet
UAE00708,30,Male,Indian,Dubai,Tier 1,Married,High School,Employed Full-Time,12203,1,1,Weekly,Both,Travel,17,1181,0,1,3.1,Instagram,0,0,26,167,4,10,11,1,8,1,1,1,0,1,5729,89276,32.5,Mobile,Debit Card
UAE00709,63,Male,British,Abu Dhabi,Tier 1,Single,High School,Employed Full-Time,14322,1,1,Weekly,Both,Groceries,10,912,7,0,5.9,Instagram,0,1,24,140,6,0,114,3,3,0,1,0,0,1,5684,539980,8.6,Desktop,Credit Card
UAE00710,52,Male,Indian,Dubai,Tier 1,Single,Masters,Self-Employed,18794,1,1,Rarely,Both,Food and Dining,18,861,2,1,4.5,TikTok,0,0,15,94,8,8,42,1,5,1,1,0,1,1,9352,589176,15.9,Mobile,BNPL
UAE00711,23,Male,Other,Abu Dhabi,Tier 1,Single,Bachelors,Employed Part-Time,7157,0,1,Monthly,Both,Beauty,17,2277,7,0,4.6,Twitter X,1,0,11,144,7,3,55,5,4,1,0,0,0,0,5851,455890,34.5,Mobile,Debit Card
UAE00712,35,Male,Indian,Dubai,Tier 1,Single,Bachelors,Self-Employed,13626,1,1,Weekly,In-Store,Beauty,12,226,2,0,6.9,Instagram,0,0,20,178,7,4,38,3,2,1,1,0,0,1,5845,222110,21.3,Desktop,Digital Wallet
UAE00713,22,Male,Filipino,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,21340,0,1,Daily,Both,Sports,15,536,1,1,4.0,Instagram,0,0,23,88,8,7,24,3,6,1,1,0,1,1,5620,168600,2.1,Mobile,Credit Card
UAE00714,64,Male,Pakistani,Ras Al Khaimah,Tier 3,Single,Diploma,Self-Employed,24242,1,1,Rarely,Both,Groceries,19,2511,7,1,6.8,Instagram,0,1,25,27,7,5,9,4,3,1,0,0,0,1,7016,99978,6.7,Mobile,Digital Wallet
UAE00715,42,Male,Indian,Ras Al Khaimah,Tier 3,Single,Diploma,Student,2017,1,0,Bi-Weekly,Both,Sports,15,741,2,0,3.2,Facebook,0,1,17,29,4,9,13,5,0,1,1,0,1,1,3095,50293,30.7,Mobile,BNPL
UAE00716,19,Female,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,16095,1,1,Bi-Weekly,Online,Groceries,13,2672,7,1,1.8,Snapchat,0,1,11,127,6,2,86,0,7,1,0,0,1,1,5612,522851,27.2,Mobile,Credit Card
UAE00717,27,Male,Egyptian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,17567,0,1,Weekly,In-Store,Groceries,7,317,1,0,3.9,Facebook,1,0,4,120,2,9,18,6,2,1,1,0,0,0,6740,70770,66.6,Desktop,Cash on Delivery
UAE00718,47,Male,Lebanese,Sharjah,Tier 2,Married,Bachelors,Student,3607,0,1,Monthly,Both,Sports,11,834,3,0,4.2,TikTok,1,1,16,105,8,7,10,0,5,1,1,0,0,1,1774,16261,5.3,Mobile,BNPL
UAE00719,62,Female,Jordanian,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,5955,1,0,Weekly,Online,Groceries,8,2485,8,1,4.1,LinkedIn,1,0,20,78,3,5,111,4,1,1,1,0,0,1,4109,304066,33.0,Mobile,Credit Card
UAE00720,22,Male,Pakistani,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,14204,1,1,Monthly,In-Store,Fashion,16,2451,0,1,6.6,TikTok,0,0,22,69,4,1,12,4,8,1,1,1,0,0,5353,85648,26.6,Mobile,Debit Card
UAE00721,50,Female,Lebanese,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,8991,1,0,Weekly,In-Store,Travel,11,863,1,1,4.7,Snapchat,1,1,0,107,2,4,116,4,3,1,0,1,1,1,4245,451385,64.2,Mobile,Digital Wallet
UAE00722,18,Male,British,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,8065,0,1,Weekly,In-Store,Food and Dining,5,2366,1,1,7.2,YouTube,1,0,12,102,9,2,94,1,6,1,1,0,1,0,3695,144720,0.0,Desktop,Debit Card
UAE00723,35,Male,American,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,20067,0,0,Bi-Weekly,Both,Home and Living,7,1319,8,1,4.4,YouTube,0,0,9,6,2,3,47,6,8,1,1,0,0,1,6817,186899,42.9,Mobile,Credit Card
UAE00724,49,Female,Pakistani,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,17763,1,1,Monthly,Online,Luxury,16,1251,9,0,2.2,Facebook,0,0,2,152,6,8,110,6,2,1,1,0,1,0,6170,904933,54.9,Mobile,Credit Card
UAE00725,64,Male,Egyptian,Dubai,Tier 1,Married,Bachelors,Self-Employed,23187,1,1,Weekly,Both,Food and Dining,16,1140,4,0,1.5,YouTube,1,0,5,40,3,2,83,7,2,1,1,0,0,1,2791,308870,55.9,Desktop,Credit Card
UAE00726,28,Female,Lebanese,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Full-Time,16095,0,1,Daily,Online,Home and Living,17,326,3,0,7.0,Snapchat,0,0,15,33,6,4,83,2,2,1,1,0,0,1,3950,464454,13.4,Mobile,Digital Wallet
UAE00727,38,Male,Pakistani,Dubai,Tier 1,Married,Bachelors,Student,1991,0,0,Bi-Weekly,Both,Travel,19,1281,9,0,0.9,TikTok,0,1,27,137,4,7,117,4,4,1,1,1,0,1,2634,487948,28.8,Desktop,Debit Card
UAE00728,43,Female,Lebanese,Dubai,Tier 1,Single,Masters,Employed Full-Time,17071,1,0,Monthly,Online,Groceries,15,356,9,1,1.4,TikTok,0,1,0,177,8,8,10,3,9,1,1,0,1,0,4839,60487,38.4,Desktop,Credit Card
UAE00729,42,Male,Filipino,Dubai,Tier 1,Married,Masters,Unemployed,1522,1,1,Monthly,Both,Sports,15,1623,3,1,1.0,Snapchat,0,1,18,67,3,6,1,0,5,0,1,0,0,1,4126,5157,21.0,Desktop,Credit Card
UAE00730,39,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Unemployed,1253,0,1,Bi-Weekly,In-Store,Electronics,15,680,6,1,3.7,Snapchat,1,1,7,151,8,10,57,1,2,1,0,0,0,1,2385,169931,17.2,Mobile,Debit Card
UAE00731,44,Female,Emirati,Sharjah,Tier 2,Single,Bachelors,Self-Employed,7026,1,0,Weekly,Online,Luxury,3,2635,2,1,4.5,TikTok,1,0,8,22,3,3,116,5,9,1,1,0,1,0,3033,87957,45.2,Mobile,Cash on Delivery
UAE00732,30,Male,Indian,Dubai,Tier 1,Married,Bachelors,Student,1413,1,0,Bi-Weekly,In-Store,Luxury,12,2615,8,1,0.6,LinkedIn,1,1,22,72,5,8,71,2,8,1,1,0,0,1,5888,418048,11.3,Desktop,Debit Card
UAE00733,50,Male,Filipino,Dubai,Tier 1,Single,High School,Self-Employed,9624,1,0,Weekly,Both,Groceries,6,1187,4,1,4.4,TikTok,1,0,19,78,2,1,119,0,0,1,1,1,1,0,3693,219733,30.8,Mobile,Cash on Delivery
UAE00734,51,Female,Jordanian,Dubai,Tier 1,Married,Bachelors,Student,3466,1,0,Rarely,Online,Home and Living,5,2231,8,0,3.5,Instagram,0,0,22,94,6,1,119,0,6,1,0,1,0,1,6034,299185,0.0,Mobile,Debit Card
UAE00735,58,Female,Indian,Ras Al Khaimah,Tier 3,Single,Bachelors,Employed Full-Time,19229,1,1,Bi-Weekly,Online,Travel,11,2922,0,0,6.3,Instagram,1,0,6,116,7,3,11,0,8,0,0,0,0,1,8575,86464,25.7,Desktop,Credit Card
UAE00736,52,Male,Lebanese,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,13967,0,1,Bi-Weekly,In-Store,Travel,12,1763,9,1,6.7,YouTube,0,0,10,136,8,1,53,3,4,1,0,1,0,1,7022,372166,25.0,Desktop,Digital Wallet
UAE00737,18,Female,Jordanian,Abu Dhabi,Tier 1,Single,Masters,Self-Employed,10822,1,0,Weekly,Online,Electronics,7,1098,7,0,5.6,Twitter X,0,1,22,147,4,2,4,3,2,1,1,0,1,0,3642,8498,33.0,Mobile,Debit Card
UAE00738,38,Female,Indian,Dubai,Tier 1,Married,PhD,Employed Full-Time,18554,1,0,Weekly,Both,Luxury,9,1633,1,0,4.1,Snapchat,1,0,7,109,9,4,100,3,9,0,0,0,0,1,7888,591600,22.8,Mobile,Digital Wallet
UAE00739,23,Female,Jordanian,Sharjah,Tier 2,Married,Diploma,Student,1523,1,0,Bi-Weekly,Online,Fashion,18,1416,7,1,2.1,LinkedIn,1,0,10,166,2,2,61,2,3,0,0,0,0,0,2232,204228,60.9,Mobile,Cash on Delivery
UAE00740,45,Male,Other,Abu Dhabi,Tier 1,Married,High School,Student,3704,1,1,Weekly,Both,Sports,14,862,3,1,6.9,Twitter X,1,1,13,134,8,0,85,6,7,1,1,0,0,0,3546,351645,33.5,Desktop,Credit Card
UAE00741,34,Female,American,Dubai,Tier 1,Divorced,Diploma,Employed Full-Time,18105,0,0,Rarely,Online,Groceries,4,1884,1,0,3.1,YouTube,1,1,13,34,6,10,86,0,2,1,0,1,1,0,10380,297560,1.2,Tablet,Credit Card
UAE00742,22,Male,Lebanese,Dubai,Tier 1,Married,Masters,Self-Employed,13888,0,0,Bi-Weekly,Online,Electronics,8,2169,1,0,3.2,TikTok,0,1,3,74,4,2,10,4,4,0,0,0,1,0,7633,50886,40.0,Mobile,Digital Wallet
UAE00743,48,Female,Other,Dubai,Tier 1,Divorced,Masters,Employed Full-Time,23499,1,0,Weekly,Online,Fashion,16,1001,5,0,7.4,Snapchat,0,0,19,95,2,5,87,2,2,1,1,1,1,0,8152,945632,33.4,Mobile,Credit Card
UAE00744,22,Male,Egyptian,Sharjah,Tier 2,Single,High School,Employed Full-Time,18393,0,0,Weekly,In-Store,Groceries,4,2082,2,1,7.8,Instagram,0,1,8,139,4,2,5,3,5,1,1,1,1,0,9383,15638,45.0,Desktop,Credit Card
UAE00745,55,Male,Indian,Ajman,Tier 3,Single,Masters,Employed Full-Time,31684,1,1,Monthly,In-Store,Sports,19,1274,9,1,7.2,YouTube,0,0,7,43,3,8,61,7,0,0,1,0,0,0,3996,385947,55.9,Mobile,Credit Card
UAE00746,20,Female,Jordanian,Abu Dhabi,Tier 1,Single,High School,Employed Full-Time,8521,1,0,Daily,Online,Electronics,6,1399,2,1,8.0,YouTube,1,0,14,35,4,2,112,3,6,0,1,1,1,1,5988,335328,24.9,Mobile,Credit Card
UAE00747,40,Male,Egyptian,Sharjah,Tier 2,Single,Masters,Employed Part-Time,20117,1,0,Bi-Weekly,Both,Luxury,19,82,8,0,7.0,Twitter X,0,1,26,139,4,10,76,3,5,1,1,1,0,0,4217,507445,27.8,Tablet,Digital Wallet
UAE00748,54,Female,Filipino,Dubai,Tier 1,Married,High School,Employed Part-Time,18099,1,1,Bi-Weekly,In-Store,Food and Dining,15,146,4,1,5.8,TikTok,0,0,19,168,7,2,30,7,5,1,0,0,0,0,3552,133200,30.0,Mobile,Credit Card
UAE00749,54,Female,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,22772,1,0,Weekly,Online,Luxury,12,312,6,1,2.7,TikTok,1,1,5,160,1,2,57,6,2,0,1,0,1,0,2554,145578,70.9,Mobile,Debit Card
UAE00750,27,Female,American,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,13074,1,1,Monthly,Online,Beauty,12,2971,4,1,7.6,TikTok,0,1,24,177,9,4,33,5,0,1,1,0,1,1,11996,395868,6.7,Mobile,BNPL
UAE00751,27,Male,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,17986,1,0,Monthly,Online,Beauty,2,963,1,1,7.1,TikTok,1,1,15,90,5,6,37,1,0,1,1,1,1,1,4841,29852,17.4,Mobile,Debit Card
UAE00752,36,Female,Other,Ajman,Tier 3,Married,High School,Employed Full-Time,20815,1,0,Rarely,Online,Electronics,9,2390,7,1,2.3,Snapchat,0,0,15,65,3,4,82,5,6,0,1,1,0,1,6536,401964,34.7,Desktop,Credit Card
UAE00753,34,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,16226,1,0,Bi-Weekly,In-Store,Fashion,3,2827,8,0,4.2,Instagram,0,0,28,48,7,8,68,0,3,1,0,0,0,1,6188,105196,0.0,Mobile,Digital Wallet
UAE00754,38,Male,Indian,Dubai,Tier 1,Married,High School,Student,2967,1,0,Bi-Weekly,Both,Travel,1,221,1,1,1.0,YouTube,0,1,13,39,7,5,91,4,5,0,1,0,0,0,2237,16963,23.2,Tablet,Credit Card
UAE00755,31,Female,Pakistani,Abu Dhabi,Tier 1,Single,Bachelors,Student,1385,0,1,Weekly,Both,Electronics,14,807,1,1,7.6,TikTok,0,1,27,153,8,0,111,7,3,0,1,1,0,0,3836,496762,14.6,Mobile,Digital Wallet
UAE00756,26,Male,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,13859,0,1,Weekly,Both,Travel,13,975,3,1,4.8,YouTube,0,0,29,104,10,8,23,0,7,0,1,1,1,1,4236,105547,0.0,Mobile,Digital Wallet
UAE00757,63,Male,British,Sharjah,Tier 2,Married,Masters,Employed Full-Time,14757,1,0,Daily,Online,Electronics,5,1468,7,0,2.3,Facebook,0,0,14,173,4,2,70,2,8,0,1,0,0,0,3916,114216,41.8,Mobile,Debit Card
UAE00758,18,Female,Other,Dubai,Tier 1,Married,Masters,Self-Employed,21360,1,1,Monthly,Online,Electronics,7,1329,4,1,2.7,TikTok,0,1,21,157,9,7,7,1,1,1,0,0,0,1,8271,33773,3.6,Mobile,BNPL
UAE00759,62,Male,Jordanian,Ajman,Tier 3,Married,High School,Employed Part-Time,14305,0,0,Weekly,Both,Fashion,14,950,4,1,7.9,Instagram,1,0,26,101,2,2,19,2,0,0,1,1,1,0,7221,160065,25.8,Mobile,Debit Card
UAE00760,30,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,17199,1,1,Bi-Weekly,Both,Luxury,16,2614,6,0,5.1,YouTube,0,0,20,32,6,7,110,6,0,0,1,0,0,0,9161,1343613,24.7,Mobile,Debit Card
